1	0
2	1
3	0
4	0
5	0
6	0
7	1
8	0
9	1
10	0
11	0
12	0
13	1
14	0
15	1
16	1
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	1
26	1
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	0
37	0
38	0
39	1
40	0
41	0
42	1
43	0
44	0
45	1
46	1
47	0
48	0
49	0
50	0
51	1
52	0
53	0
54	1
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	1
71	0
72	0
73	1
74	1
75	0
76	0
77	1
78	0
79	0
80	0
81	0
82	1
83	0
84	0
85	0
86	1
87	0
88	0
89	0
90	1
91	0
92	0
93	0
94	1
95	0
96	0
97	1
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	1
110	1
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	1
123	0
124	0
125	0
126	1
127	0
128	0
129	0
130	0
131	1
132	0
133	0
134	0
135	1
136	1
137	0
138	1
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	1
150	0
151	1
152	0
153	0
154	0
155	0
156	0
157	0
158	1
159	1
160	0
161	0
162	0
163	1
164	0
165	0
166	0
167	0
168	0
169	1
170	0
171	0
172	0
173	1
174	0
175	0
176	0
177	0
178	1
179	0
180	0
181	0
182	0
183	1
184	1
185	0
186	0
187	1
188	1
189	0
190	0
191	0
192	1
193	0
194	0
195	0
196	0
197	0
198	1
199	0
200	0
201	0
202	0
203	1
204	0
205	0
206	0
207	0
208	0
209	1
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	1
225	0
226	0
227	0
228	1
229	0
230	0
231	0
232	1
233	0
234	0
235	0
236	0
237	0
238	1
239	0
240	0
241	0
242	1
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	1
251	0
252	1
253	0
254	0
255	0
256	0
257	1
258	0
259	1
260	0
261	0
262	0
263	0
264	1
265	0
266	0
267	0
268	0
269	1
270	0
271	0
272	0
273	1
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	1
285	0
286	0
287	0
288	1
289	0
290	0
291	1
292	0
293	0
294	0
295	0
296	1
297	0
298	0
299	0
300	0
301	0
302	1
303	0
304	0
305	0
306	0
307	1
308	0
309	0
310	0
311	0
312	0
313	1
314	0
315	0
316	0
317	1
318	0
319	0
320	0
321	1
322	0
323	0
324	1
325	0
326	0
327	0
328	0
329	1
330	0
331	0
332	1
333	0
334	0
335	0
336	1
337	0
338	0
339	0
340	1
341	1
342	0
343	0
344	0
345	0
346	0
347	0
348	1
349	0
350	0
351	0
352	0
353	1
354	0
355	0
356	0
357	0
358	1
359	1
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	1
372	0
373	0
374	0
375	1
376	0
377	0
378	0
379	0
380	1
381	0
382	0
383	1
384	0
385	0
386	0
387	0
388	1
389	0
390	0
391	0
392	0
393	1
394	0
395	0
396	0
397	1
398	0
399	0
400	1
401	0
402	0
403	0
404	0
405	0
406	1
407	0
408	0
409	1
410	1
411	0
412	0
413	0
414	0
415	1
416	0
417	0
418	0
419	1
420	0
421	0
