1	1
2	0
3	0
4	0
5	1
6	0
7	1
8	1
9	0
10	0
11	0
12	0
13	1
14	1
15	0
16	1
17	0
18	0
19	0
20	1
21	0
22	0
23	1
24	0
25	0
26	1
27	0
28	0
29	0
30	0
31	0
32	1
33	0
34	0
35	1
36	0
37	0
38	1
39	1
40	0
41	0
42	0
43	0
44	0
45	1
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	1
61	1
62	0
63	0
64	1
65	1
66	0
67	0
68	1
69	0
70	0
71	1
72	0
73	0
74	1
75	1
76	0
77	0
78	1
79	0
80	0
81	0
82	0
83	0
84	1
85	1
86	1
87	1
88	0
89	0
90	1
91	0
92	1
93	0
94	0
95	1
96	0
97	0
98	0
99	0
100	1
101	1
102	0
103	0
104	1
105	1
106	0
107	0
108	0
109	0
110	0
111	0
112	1
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	1
125	0
126	0
127	0
128	1
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	1
139	0
140	0
141	0
142	1
143	0
144	0
145	0
146	1
147	0
148	0
149	0
150	1
151	1
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	1
160	0
161	0
162	0
163	1
164	0
165	0
166	0
167	1
168	0
169	0
170	0
171	0
172	1
173	1
174	0
175	0
176	0
177	1
178	0
179	0
180	0
181	1
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	1
194	0
195	0
196	0
197	1
198	0
199	0
200	1
201	0
202	0
203	0
204	1
205	0
206	0
207	0
208	1
209	0
210	0
211	0
212	1
213	0
214	0
215	0
216	1
217	1
218	0
219	0
220	1
221	0
222	0
223	1
224	0
225	0
226	0
227	1
228	0
229	0
230	0
231	1
232	0
233	0
234	0
235	1
236	0
237	0
238	0
239	0
240	0
241	1
242	0
243	0
244	1
245	0
246	1
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	1
257	0
258	0
259	1
260	0
261	0
262	0
263	0
264	1
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	1
273	0
274	0
275	0
276	0
277	1
278	0
279	0
280	1
281	0
282	0
283	0
284	0
285	1
286	1
287	0
288	0
289	1
290	0
291	0
292	1
293	0
294	0
295	1
296	1
297	0
298	0
299	0
300	1
301	0
302	0
303	0
304	0
305	1
306	1
307	0
308	0
309	1
310	1
311	0
312	0
313	0
314	1
315	0
316	0
317	1
318	1
319	0
320	0
321	1
322	1
323	0
324	0
325	1
326	1
327	0
328	0
329	0
330	0
331	1
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	1
341	1
342	0
343	0
344	1
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	1
358	0
359	0
360	0
361	1
362	0
363	0
364	1
365	0
366	0
367	1
368	1
369	0
370	0
371	1
372	1
373	0
374	0
375	0
376	1
377	0
378	0
379	1
380	1
381	0
382	1
383	0
384	1
385	0
386	0
387	0
388	1
389	0
390	0
391	1
392	0
393	0
394	0
395	0
396	0
397	1
398	0
399	0
400	1
401	0
402	0
403	1
404	1
405	0
406	0
407	0
408	0
409	1
410	1
411	0
412	0
413	1
414	1
415	0
416	0
417	0
418	1
419	0
420	0
421	0
422	0
423	0
424	0
425	1
426	0
427	0
428	0
429	1
430	0
431	0
432	1
433	0
434	0
435	0
436	0
437	0
438	1
439	0
440	0
441	0
442	0
443	0
444	0
445	1
446	0
447	0
448	0
449	1
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	1
458	0
459	0
460	0
461	1
462	0
463	0
464	0
465	1
466	0
467	0
468	1
469	0
470	0
471	1
472	0
473	0
474	0
475	1
476	0
477	1
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	1
489	0
490	0
491	0
492	1
493	0
494	0
495	1
496	0
497	0
498	1
499	0
500	0
501	1
502	1
503	0
504	0
505	0
506	0
507	1
508	0
509	0
510	1
511	0
512	0
513	0
514	1
515	0
516	0
517	0
518	0
519	0
520	1
521	0
522	0
523	1
524	0
525	0
526	0
527	1
528	0
529	1
530	0
531	0
532	0
533	1
534	0
535	0
536	0
537	0
538	0
539	0
540	1
541	0
542	0
543	0
544	1
545	0
546	0
547	0
548	0
549	0
550	1
551	0
552	0
553	0
554	0
555	0
556	0
557	1
558	0
559	0
560	1
561	0
562	0
563	1
564	0
565	0
566	1
567	0
568	0
569	1
570	0
571	0
572	1
573	1
574	0
575	0
576	1
577	0
578	0
579	0
580	1
581	0
582	0
583	1
584	0
585	0
586	1
587	0
588	0
589	1
590	0
591	0
592	0
593	0
594	0
595	0
596	1
597	0
598	0
599	0
600	1
601	0
602	1
603	0
604	0
605	0
606	1
607	0
608	0
609	1
610	0
611	0
612	0
613	1
614	0
615	1
616	0
617	0
618	0
619	1
620	0
621	0
622	1
623	0
624	0
625	1
626	0
627	0
628	1
629	0
630	0
631	1
632	0
633	0
634	1
635	0
636	0
637	1
638	0
639	0
640	0
641	1
642	0
643	1
644	0
645	0
646	1
647	1
648	0
649	0
650	1
651	0
652	0
653	1
654	0
655	0
656	1
657	0
658	0
659	0
660	1
661	0
662	0
663	1
664	0
665	0
666	1
667	0
668	0
669	0
670	1
671	0
672	0
673	1
674	1
675	0
676	0
677	0
678	1
679	0
680	0
681	1
682	0
683	0
684	0
685	0
686	0
687	1
688	0
689	0
690	1
691	0
692	0
693	1
694	0
695	0
696	1
697	0
698	1
699	0
700	0
701	1
702	0
703	0
704	1
705	0
706	0
707	0
708	1
709	0
710	0
711	1
712	0
713	0
714	1
715	1
716	0
717	0
718	0
719	1
720	0
721	0
722	1
723	0
724	0
725	0
726	1
727	0
728	0
729	1
730	0
731	1
732	0
733	0
734	1
735	0
736	0
737	0
738	1
739	0
740	0
741	0
742	0
743	1
744	0
745	1
746	0
747	1
748	0
749	1
750	0
751	0
752	0
753	0
754	0
755	0
756	1
757	0
758	0
759	0
760	0
761	0
762	1
763	0
764	0
765	1
766	0
767	0
768	1
769	0
770	0
771	0
772	1
773	0
774	1
775	0
776	0
777	1
778	0
779	0
780	1
781	0
782	0
783	1
784	0
785	0
786	0
787	1
788	0
789	0
790	0
791	1
792	0
793	0
794	1
795	0
796	0
797	0
798	1
799	0
800	0
801	0
802	0
803	0
804	0
805	1
806	0
807	0
808	1
809	0
810	0
811	1
812	0
813	0
814	0
815	1
816	0
817	0
818	1
819	0
820	0
821	0
822	1
823	0
824	0
825	1
826	0
827	0
828	1
829	0
830	0
831	0
832	1
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	1
844	0
845	1
