0.570997,0.832963
0.434536,0.790038
0.507668,0.969037
0.557480,0.491418
0.564392,0.437521
0.857316,0.836458
0.713051,0.870420
0.375901,0.886449
0.367081,0.408339
0.283300,0.802781
0.693390,0.536121
0.457856,0.314102
0.572162,0.965611
0.488344,0.841286
0.248655,0.780944
0.500170,0.763328
0.162488,0.967841
0.161246,0.817403
0.720220,0.557788
0.651206,0.630716
0.628203,0.504213
0.443216,0.540021
0.603144,0.994139
0.109591,0.832555
0.910527,0.865815
0.571613,0.855900
0.554966,0.312460
0.638122,0.619127
0.634563,0.836574
0.186580,0.929449
0.395798,0.827770
0.304523,0.841989
0.594539,0.607336
0.885849,0.819804
0.437137,0.943624
0.504330,0.663853
0.289940,0.684108
0.778677,0.909466
0.371614,0.477063
0.712440,0.458365
0.820365,0.946486
0.488788,0.903087
0.599880,0.550331
0.207499,0.825177
0.497002,0.342178
0.443566,0.744334
0.405019,0.411308
0.585323,0.383863
0.567118,0.858955
0.813606,0.649849
0.254547,0.957002
0.838650,0.906223
0.721605,0.811687
0.825725,0.894285
0.366567,0.680851
0.058662,0.980666
0.604323,0.742745
0.458402,0.671484
0.583080,0.331605
0.388762,0.431229
0.594287,0.635781
0.624313,0.847566
0.398990,0.925121
0.258098,0.712170
0.790335,0.758880
0.483996,0.867759
0.206772,0.787874
0.373497,0.855654
0.264255,0.767933
0.508325,0.950973
0.753333,0.928281
0.853640,0.971699
0.216601,0.781536
0.707811,0.686161
0.232838,0.738696
0.309381,0.502970
0.954109,0.965072
0.776810,0.977950
0.437874,0.388451
0.373238,0.478608
0.255724,0.771515
0.114371,0.866000
0.472598,0.772476
0.625671,0.667171
0.294416,0.938802
0.716240,0.766378
0.552683,0.858122
0.422460,0.575126
0.729808,0.804472
0.356324,0.908294
0.683802,0.620665
0.132523,0.826568
0.532905,0.392624
0.560314,0.981348
0.501421,0.683409
0.734907,0.748827
0.553938,0.770613
0.763198,0.941701
0.355683,0.891314
0.489504,0.831256
0.071536,0.335706
0.768296,0.126212
0.068629,0.422646
0.949459,0.229779
0.149955,0.449540
0.061105,0.244284
0.025977,0.010706
0.866764,0.411449
0.152024,0.156253
0.962566,0.313363
0.794129,0.315818
0.096636,0.275425
0.070092,0.246790
0.469512,0.045141
0.878725,0.083366
0.769208,0.002037
0.024819,0.016703
0.963368,0.546534
0.983219,0.005956
0.572953,0.090143
0.017116,0.432666
0.732385,0.101920
0.818127,0.115704
0.249957,0.247851
0.096401,0.044220
0.233174,0.238593
0.203238,0.106558
0.514879,0.016863
0.935433,0.075202
0.766653,0.026612
0.229110,0.290833
0.050901,0.142512
0.744258,0.075904
0.798381,0.327258
0.087649,0.149738
0.836450,0.334788
0.040064,0.158946
0.372755,0.059254
0.386266,0.037993
0.062575,0.322886
0.871735,0.074115
0.563616,0.008042
0.836265,0.183428
0.235953,0.023237
0.866461,0.519879
0.273558,0.089787
0.067017,0.080011
0.413204,0.006034
0.158673,0.112701
0.028967,0.544168
0.575953,0.096631
0.172598,0.282329
0.122711,0.087707
0.920268,0.011474
0.860266,0.331616
0.052097,0.391284
0.903183,0.136986
0.737897,0.144527
0.012758,0.088496
0.732470,0.260496
0.922294,0.407846
0.585666,0.113941
0.256784,0.169623
0.072942,0.650915
0.922012,0.564487
0.013193,0.656382
0.657476,0.124817
0.793759,0.156925
0.931422,0.217036
0.815700,0.017226
0.761111,0.307943
0.471315,0.027877
0.022690,0.205505
0.777547,0.016840
0.082693,0.406493
0.027644,0.752366
0.246142,0.058963
0.885952,0.444389
0.145468,0.040238
0.779506,0.129606
0.076698,0.380304
0.965606,0.150912
0.732993,0.190955
0.181063,0.172146
0.855234,0.200972
0.897106,0.585950
0.882082,0.175390
0.926940,0.435785
0.990075,0.773029
0.098579,0.372377
0.233528,0.087280
0.238090,0.114964
0.973577,0.071258
0.082722,0.409996
0.950904,0.084567
0.807906,0.380833
0.119156,0.453037
0.984622,0.241652
0.221819,0.134420
0.766952,0.257574
